number,actualNumRPs,actualSeed,allRotorsAbility,autoShootingPositions,avgAgility,avgBallControl,avgDefense,avgDrivingAbility,avgGearControl,avgGearGroundIntakesTele,avgGearLoaderIntakesTele,avgGearsEjectedTele,avgGearsFumbledTele,avgGearsPlacedAuto,avgGearsPlacedByLiftAuto,avgGearsPlacedByLiftTele,avgGearsPlacedTele,avgHighShotsAuto,avgHighShotsTele,avgHopperShotTime,avgHoppersOpenedAuto,avgHoppersOpenedTele,avgKeyShotTime,avgLiftoffTime,avgLowShotsAuto,avgLowShotsTele,avgSpeed,disabledPercentage,disfunctionalPercentage,firstPickAbility,firstPickRotorBonusChance,gearScoringPositionsAuto,incapacitatedPercentage,lfmAvgAgility,lfmAvgBallControl,lfmAvgDefense,lfmAvgGearControl,lfmAvgGearLoaderIntakesTele,lfmAvgGearsPlacedAuto,lfmAvgGearsPlacedTele,lfmAvgHighShotsAuto,lfmAvgHighShotsTele,lfmAvgKeyShotTime,lfmAvgLiftoffTime,lfmAvgLowShotsAuto,lfmAvgLowShotsTele,lfmAvgSpeed,lfmDisabledPercentage,lfmIncapacitatedPercentage,lfmLiftoffPercentage,liftoffAbility,liftoffPercentage,numMatchesPlayed,pitAvailableWeight,pitCheesecake,pitDriveTrain,pitProgrammingLanguage,predictedNumRPs,predictedSeed,RScoreAgility,RScoreBallControl,RScoreDefense,RScoreDrivingAbility,RScoreGearControl,RScoreSpeed,sdGearsPlacedAuto,sdGearsPlacedTele,sdHighShotsAuto,sdHighShotsTele,sdLiftoffAbility,sdLowShotsAuto,sdLowShotsTele
9678,,,150.62562095211484,"['Alliance Wall', 'Other  ', 'Hopper', None, 'Key']",1.625,0.5,,-0.2849755430802551,2.0,2.125,0.0,0.0,0.875,0.75,"{'allianceWall': 0.75, 'hpStation': 0.0, 'boiler': 0.0}","{'allianceWall': 0.5, 'hpStation': 0.5, 'boiler': 0.375}",1.375,7.383063488498875,1.1647614314115309,9.666666666666666,0.0,0.375,6.145833333333334,2.385854166666667,0.0,0.0,2.0,0.0,0.0,60.396317298969386,0.0,['allianceWall'],0.0,1.5,1.0,,1.75,0.0,,1.25,2.88044858503795,2.3295228628230618,4.125,3.196458333333333,0.0,0.0,2.5,0.0,0.0,0.75,31.25,0.625,0,0,,Tank Drive,C++,1.6460255039729565,8,-0.6614367411058775,0.07111531354808924,-0.6421981080958125,-0.30878700281677446,0.11299687908655043,0.07458397883443771,0.4330127018922193,1.1110243021644486,15.209445702445093,3.0816690842345267,24.206145913796355,0.0,0.0
3303,,,89.79348359443058,"['Other  ', 'Hopper']",1.375,0.0,3.0,-0.97855105196112,1.625,1.875,0.0,0.0,0.5625,0.0,"{'allianceWall': 0.0, 'hpStation': 0.0, 'boiler': 0.0}","{'allianceWall': 1.5, 'hpStation': 0.25, 'boiler': 0.625}",2.375,1.1450242718446602,3.48558859223301,5.155555555555556,0.0,0.125,8.041666666666668,1.446875,0.0,0.0,1.5,0.0,0.25,21.93188713592233,0.0,,0.25,1.25,0.0,3.0,1.25,0.0,,2.25,2.2900485436893203,6.97117718446602,8.041666666666668,2.89375,0.0,0.0,1.25,0.0,0.25,0.5,12.5,0.25,0,12,,Other,C++,1.1281178447913334,24,-1.1895801465516345,-0.48317021760698814,1.648887034300059,-1.0603150122015232,-0.6219335498855698,-0.881912848965991,0.0,0.9921567416492215,3.029449468433788,9.222000587732268,21.650635094610966,0.0,0.0
2135,,,187.73156658307488,"['Other  ', None, 'Key']",2.0,0.7142857142857143,,0.2025773341668487,1.8571428571428572,0.0,2.2857142857142856,0.0,0.42857142857142855,0.2857142857142857,"{'allianceWall': 0.2857142857142857, 'hpStation': 0.0, 'boiler': 0.0}","{'allianceWall': 1.1428571428571428, 'hpStation': 0.8571428571428571, 'boiler': 0.5714285714285714}",2.5714285714285716,0.0,0.0,,0.0,0.14285714285714285,9.13888888888889,7.139333333333334,0.0,0.0,2.2857142857142856,0.0,0.0,57.14285714285714,0.0,['allianceWall'],0.0,2.25,0.0,,2.0,2.75,,3.0,0.0,0.0,9.11111111111111,7.511166666666666,0.0,0.0,2.5,0.0,0.0,0.75,42.857142857142854,0.8571428571428571,0,15,,Tank Drive,C++,1.3796791885948663,19,0.13077836706275792,0.30866625547169385,-0.6421981080958125,0.21950391665146282,-0.16697661766473335,0.6211535947203967,0.45175395145262565,1.2936264483053452,0.0,0.0,17.49635530559413,0.0,0.0
973,,,159.28026241502033,"['Other  ', 'Hopper', None, 'Key']",2.3333333333333335,2.8333333333333335,,0.8747664547510132,2.3333333333333335,1.1666666666666667,0.0,0.0,0.16666666666666666,0.0,"{'allianceWall': 0.0, 'hpStation': 0.0, 'boiler': 0.0}","{'allianceWall': 0.3333333333333333, 'hpStation': 0.25, 'boiler': 1.4166666666666667}",2.0,24.003815628852966,42.51178400960705,11.035714285714286,0.6666666666666666,0.8333333333333334,8.933333333333334,2.564111111111111,0.0,0.0,2.5,0.0,0.0,85.84107696538865,0.0,,0.0,2.25,2.75,,2.25,0.0,,2.25,31.010211773620554,54.530692172399796,8.366666666666667,2.3985,0.0,0.0,2.5,0.0,0.0,0.75,41.666666666666664,0.8333333333333334,0,0,,Tank Drive,C++,2.303292951522126,1,0.8349695743237675,2.6577811256051174,-0.6421981080958125,0.9478585734325671,0.7662683715062132,1.0310808066348665,0.0,0.5773502691896257,14.704551223613237,23.410381217268302,18.633899812498246,0.0,0.0
2813,,,119.72776735642277,"['Other  ', 'Hopper', None, 'Alliance Wall', 'Other', 'Key']",1.625,0.0,3.0,-0.6605844511136194,1.75,0.0,2.25,0.0,0.25,0.0,"{'allianceWall': 0.0, 'hpStation': 0.0, 'boiler': 0.0}","{'allianceWall': 0.375, 'hpStation': 0.625, 'boiler': 1.4375}",2.4375,0.0,0.0,8.714285714285714,0.0,0.125,6.791666666666666,5.9892916666666665,0.0,0.0,1.5,0.0,0.125,32.3125,0.0,,0.125,1.75,0.0,,1.5,2.0,,2.125,0.0,0.0,7.25,5.346,0.0,0.0,1.25,0.0,0.25,0.5,25.0,0.5,0,35,,Mecanum,Java,0.6959838690173257,39,-0.6614367411058775,-0.48317021760698814,1.648887034300059,-0.7157803457867044,-0.37695674022819636,-0.881912848965991,0.0,0.7680128579652817,0.0,0.0,25.0,0.0,0.0
5940,,,104.16846968319764,"['Alliance Wall', 'Other  ']",1.8571428571428572,0.0,3.0,-0.3010683589174638,1.5714285714285714,1.1428571428571428,0.0,0.0,0.42857142857142855,0.0,"{'allianceWall': 0.0, 'hpStation': 0.0, 'boiler': 0.0}","{'allianceWall': 0.14285714285714285, 'hpStation': 0.5714285714285714, 'boiler': 0.42857142857142855}",1.1428571428571428,0.0,0.0,,0.0,0.0,5.666666666666667,3.9104285714285716,0.0,0.0,1.8571428571428572,0.0,0.0,46.285714285714285,0.0,,0.0,1.75,0.0,,1.5,0.0,,2.0,0.0,0.0,5.666666666666667,4.660375,0.0,0.0,2.0,0.0,0.0,0.75,42.857142857142854,0.8571428571428571,0,30,,Tank Drive,Java,1.4390119882732273,17,-0.17101786462053162,-0.48317021760698814,1.648887034300059,-0.3262244724169449,-0.7269236111673013,-0.19870082910854178,0.0,1.355261854357877,0.0,0.0,17.49635530559413,0.0,0.0
4171,,,117.31925236069576,"['Alliance Wall', 'Other  ', 'Hopper', None, 'Key']",2.4285714285714284,0.0,,0.2577473736328598,2.0,0.0,1.4285714285714286,0.0,0.7142857142857143,0.0,"{'allianceWall': 0.0, 'hpStation': 0.0, 'boiler': 0.0}","{'allianceWall': 0.0, 'hpStation': 0.7142857142857143, 'boiler': 1.0}",1.7142857142857142,2.91567164415817,12.814353276781022,5.0,0.0,0.14285714285714285,5.958333333333334,1.8838571428571431,0.0,0.0,1.4285714285714286,0.0,0.0,26.61569416498994,0.0,,0.0,2.25,0.0,,2.25,1.5,,1.75,5.102425377276798,22.42511823436679,5.958333333333334,1.5473333333333334,0.0,0.0,1.25,0.0,0.0,0.25,14.285714285714286,0.2857142857142857,0,20,,Tank Drive,Java,1.254735257913386,23,1.0361670621126267,-0.48317021760698814,-0.6421981080958125,0.27928375230983415,0.11299687908655043,-1.0185552529374806,0.0,0.45175395145262565,7.016222909421624,31.38862691187512,22.58769757263128,0.0,0.0
9817,,,5.263070314611159,"['Other  ', 'Hopper']",1.1666666666666667,0.0,3.0,-1.5029116410437169,1.3333333333333333,0.0,0.0,0.08333333333333333,0.3333333333333333,0.0,"{'allianceWall': 0.0, 'hpStation': 0.0, 'boiler': 0.0}","{'allianceWall': 0.0, 'hpStation': 0.0, 'boiler': 0.0}",0.0,3.625627333587836,7.238998966470824,5.645833333333333,0.0,0.16666666666666666,8.218518518518518,0.0,0.0,0.0,1.1666666666666667,0.0,0.16666666666666666,6.038626989078111,0.0,,0.16666666666666666,1.25,0.0,3.0,1.5,0.0,,0.0,5.438441000381754,10.858498449706236,8.218518518518518,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0,,,,,0.9728272801613257,29,-1.629699651089765,-0.48317021760698814,1.648887034300059,-1.6284891542627418,-1.1935461057527745,-1.5195774008329432,0.0,0.0,5.13663981097889,12.79476281944233,0.0,0.0,0.0
5700,,,154.12120747706018,"['Alliance Wall', 'Other  ', 'Hopper']",2.3333333333333335,0.0,,0.6243605160621035,2.1666666666666665,2.8333333333333335,0.0,0.5,0.6666666666666666,0.8333333333333334,"{'allianceWall': 0.16666666666666666, 'hpStation': 0.4166666666666667, 'boiler': 0.25}","{'allianceWall': 0.16666666666666666, 'hpStation': 0.9444444444444445, 'boiler': 0.8333333333333334}",1.9444444444444446,0.0,0.0,4.714285714285714,0.0,0.0,7.511111111111111,1.2832666666666668,0.0,0.0,2.1666666666666665,0.16666666666666666,0.16666666666666666,41.66666666666667,0.0,"['boiler', 'hpStation', 'allianceWall']",0.0,3.0,0.0,,2.5,0.0,,2.166666666666667,0.0,0.0,7.511111111111111,2.138777777777778,0.0,0.0,2.5,0.0,0.0,0.5,16.666666666666668,0.3333333333333333,0,,,,,0.40104161760111523,43,0.8349695743237675,-0.48317021760698814,-0.6421981080958125,0.6765296781192803,0.43963262529638136,0.39341625476791364,0.372677996249965,0.9509579315902049,0.0,0.0,23.570226039551585,0.0,0.0
1678,2.8,3,163.98279626886023,"['Other  ', 'Other', 'Hopper', None, 'Key']",2.2857142857142856,2.2857142857142856,,0.7358246660525163,2.5714285714285716,2.2857142857142856,0.0,0.2857142857142857,0.14285714285714285,0.0,"{'allianceWall': 0.0, 'hpStation': 0.0, 'boiler': 0.0}","{'allianceWall': 0.42857142857142855, 'hpStation': 0.8571428571428571, 'boiler': 1.0}",2.2857142857142856,20.436541471595124,34.97304359918251,10.145833333333336,0.8571428571428571,1.4285714285714286,6.50050505050505,3.256666666666667,0.0,0.0,2.142857142857143,0.0,0.0,74.6656512427512,0.0,,0.0,2.25,2.75,,2.5,0.0,,1.5,23.901216093809985,35.29102074301383,6.461111111111111,3.9955833333333333,0.0,0.0,2.0,0.0,0.0,0.75,35.714285714285715,0.7142857142857143,0,2,,Tank Drive,Labview,2.2595782554827943,2,0.734370830429337,2.050706496244794,-0.6421981080958125,0.7973073435464009,1.2328908660916864,0.3478687867774172,0.0,1.6659862556700857,21.67719487288633,32.72015371738962,22.58769757263128,0.0,0.0
5104,,,169.84917195150376,"['Other  ', 'Hopper', None, 'Key']",2.25,0.0,3.0,0.7246928621174897,2.5,0.0,2.625,0.1875,1.0416666666666665,0.3125,"{'allianceWall': 0.25, 'hpStation': 0.0625, 'boiler': 0.0}","{'allianceWall': 1.0, 'hpStation': 0.8125, 'boiler': 0.125}",1.9375,0.0,0.0,3.7222222222222223,0.0,0.0,6.142857142857144,6.339770833333334,0.0,0.0,2.25,0.0,0.0,50.5,0.0,"['hpStation', 'allianceWall']",0.0,2.75,0.0,3.0,2.25,2.75,,1.625,0.0,0.0,6.142857142857144,8.810125,0.0,0.0,1.75,0.0,0.0,1.0,37.5,0.75,0,,,,,0.9034106071890419,33,0.6589217725085149,-0.48317021760698814,1.648887034300059,0.7852454089119862,1.0929041177160441,0.552832392734652,0.42847841252506524,1.0135796712641785,0.0,0.0,21.650635094610966,0.0,0.0
9971,,,113.03210641509243,"['Other  ', 'Hopper']",1.8,2.6,,-0.4868443146003269,1.6,0.2,1.2,0.0,0.4,0.0,"{'allianceWall': 0.0, 'hpStation': 0.0, 'boiler': 0.0}","{'allianceWall': 0.4, 'hpStation': 0.4, 'boiler': 0.7}",1.5,25.996368888319004,21.95305989220703,6.743055555555555,0.6,1.5,7.458333333333333,5.6831000000000005,0.0,0.0,1.6,0.0,0.0,77.81405551905468,0.0,,0.0,1.75,2.5,,1.75,1.25,,1.375,6.7454611103987645,27.44132486525879,8.61111111111111,7.103875,0.0,0.0,1.5,0.0,0.0,1.0,40.0,0.8,0,,,Tank Drive,C++,1.61127169834691,10,-0.2917363572938475,2.3991145443994144,-0.6421981080958125,-0.5275231520533868,-0.6709289118170443,-0.690613483405905,0.0,0.6324555320336759,38.72368533453155,26.57984555630718,20.0,0.0,0.0
2073,2.2,6,247.3150539227729,"['Other  ', 'Other', 'Hopper', None, 'Key']",2.3333333333333335,0.0,,0.7680802443944292,2.5,3.9166666666666665,0.0,0.0,0.75,0.6666666666666666,"{'allianceWall': 0.3333333333333333, 'hpStation': 0.16666666666666666, 'boiler': 0.16666666666666666}","{'allianceWall': 1.0, 'hpStation': 1.0, 'boiler': 1.25}",3.25,0.0,0.0,12.111111111111112,0.0,0.16666666666666666,5.575757575757576,5.678999999999999,1.5,0.0,2.1666666666666665,0.0,0.0,67.25,0.0,"['boiler', 'hpStation', 'allianceWall']",0.0,2.25,0.0,,2.5,0.0,,3.125,0.0,0.0,5.575757575757576,3.4058333333333337,0.0,0.0,2.25,0.0,0.0,0.75,41.666666666666664,0.8333333333333334,0,0,,Tank Drive,Java,1.8702220450578246,5,0.8349695743237675,-0.48317021760698814,-0.6421981080958125,0.8322580738886043,1.0929041177160441,0.39341625476791364,0.4714045207910317,1.14564392373896,0.0,0.0,18.633899812498246,3.3541019662496847,0.0
9973,,,162.095832119358,"['Other  ', 'Hopper']",2.2857142857142856,0.0,,0.8272699892153023,2.4285714285714284,0.0,1.5,0.0,0.5714285714285714,0.0,"{'allianceWall': 0.0, 'hpStation': 0.0, 'boiler': 0.0}","{'allianceWall': 0.7142857142857143, 'hpStation': 0.7857142857142857, 'boiler': 0.5714285714285714}",2.0714285714285716,4.5639655918958395,14.837867577606247,4.986111111111111,0.14285714285714285,0.14285714285714285,7.083333333333334,4.988880952380953,0.0,0.0,2.4285714285714284,0.0,0.0,58.58135002252649,0.0,,0.0,2.0,0.0,,2.5,1.375,,2.125,6.008917807795741,24.977257271799942,7.083333333333334,3.380916666666667,0.0,0.0,2.75,0.0,0.0,0.75,42.857142857142854,0.8571428571428571,0,,,,Other,1.6026111659106768,12,0.734370830429337,-0.48317021760698814,-0.6421981080958125,0.8963934860126543,0.9529173693404017,0.8944384026633763,0.0,0.4164965639175214,6.93116227392538,30.763855294103134,17.49635530559413,0.0,0.0
8678,,,62.66292794134572,"['Other  ', 'Hopper']",1.625,0.0,,-0.47443537593592794,1.25,0.0,1.0,0.0,0.25,0.375,"{'allianceWall': 0.375, 'hpStation': 0.0, 'boiler': 0.0}","{'allianceWall': 0.25, 'hpStation': 0.25, 'boiler': 0.375}",0.875,0.0,0.0,6.166666666666666,0.0,0.125,,2.5610729166666664,0.0,0.0,2.25,0.125,0.375,36.25,0.0,['allianceWall'],0.25,1.5,0.0,,1.5,1.5,,1.0,0.0,0.0,,4.0018125,0.0,0.0,2.75,0.0,0.5,0.5,25.0,0.5,0,,,Tank Drive,C++,1.013936163585078,28,-0.6614367411058775,-0.48317021760698814,-0.6421981080958125,-0.5140773702262851,-1.35686397885769,0.552832392734652,0.4841229182759271,0.7806247497997998,0.0,0.0,25.0,0.0,0.0
